name,city,type
"GOHO Coworking",""Badalona",",coworking
"Coworking - Factory103",""Badalona",",coworking
"SINGULAR COWORK - Coworking a Gràcia",""Badalona",",coworking
"Cwork Barcelona Coworking",""Badalona",",coworking
"CREC Coworking Eixample",""Badalona",",coworking
"WeWork - Espacio de oficinas y coworking",""Badalona",",coworking
"Coworking La Platja",""Badalona",",coworking
"Cowork Rambla Catalunya - Coworking Barcelona",""Badalona",",coworking
"Cloudworks Sant Antoni",""Badalona",",coworking
"Coworking Esplugues",""Badalona",",coworking
"Loft 153 - Coworking space & Offices",""Badalona",",coworking
"Cloudworks Sant Joan",""Badalona",",coworking
"FLYCOWORK | Coworking & Oficinas Privadas",""Badalona",",coworking
"Tu Work Coworking Space",""Cartagena",",coworking
"Cowork Cartagena",""Cartagena",",coworking
"Building Happiness",""Cartagena",",coworking
"Cowork empresarial",""Cartagena",",coworking
Tuespacio,""Cartagena",",coworking
Guillermo,""Cartagena",",coworking
"Oficina nueva",""Cartagena",",coworking
"Nodo Santa Monica",""Cartagena",",coworking
Idacom,""Cartagena",",coworking
TTC,""Cartagena",",coworking
"MATIZES CONSTRUCTORA SAS",""Cartagena",",coworking
Domotica,""Cartagena",",coworking
Alasa,""Cartagena",",coworking
Torices,""Cartagena",",coworking
CARMAN,""Cartagena",",coworking
"Legal Work",""Cartagena",",coworking
"Quasar Consult",""Cartagena",",coworking
"Trocha Aguas Prietas",""Cartagena",",coworking
"CoWorking Pino Verde",""Cartagena",",coworking
Virtualis,""Cartagena",",coworking
"Cowork Tarraco",""Tarragona",",coworking
"Tarragona Platja Coworking",""Tarragona",",coworking
"Coworking Cambrils",""Tarragona",",coworking
"T.Office Coworking Tarragona",""Tarragona",",coworking
"Avant Coworking Tgn",""Tarragona",",coworking
"Espai COACT",""Tarragona",",coworking
"Space Coworking by Cabré",""Tarragona",",coworking
"Oficina coworking en Tarragona COTAKO | Salas de reuniones",""Tarragona",",coworking
"el taller coworking",""Tarragona",",coworking
"Espai Factoria Flat",""Tarragona",",coworking
"La Caravana Coworking Tarragona",""Tarragona",",coworking
"Equilibri Coworking Reus - Benestar físic i emocional",""Tarragona",",coworking
"Grismatèria Espai Empresarial",""Tarragona",",coworking
"El Bloc. Espai de Treball",""Tarragona",",coworking
"CW G16",""Tarragona",",coworking
"Espai Factoria Street",""Tarragona",",coworking
"CO-LAB Espai de Treball",""Tarragona",",coworking
"V&B Business Center",""Tarragona",",coworking
"ROOMSTGN - Coworking Tarragona",""Tarragona",",coworking
col54,""Tarragona",",coworking
"Porto i/o Riverside",""Vila Nova de Gaia",",coworking
"Vertical Coworking Firmeza",""Vila Nova de Gaia",",coworking
"PortoSoul Cowork",""Vila Nova de Gaia",",coworking
"Re-work Porto Cowork",""Vila Nova de Gaia",",coworking
"Cowork 127",""Vila Nova de Gaia",",coworking
"Vertical Coworking Bolhão",""Vila Nova de Gaia",",coworking
"Temporada __Cowork_Café",""Vila Nova de Gaia",",coworking
"JAVACOWORK - A better way to work",""Vila Nova de Gaia",",coworking
"Selina Navis Coworking",""Vila Nova de Gaia",",coworking
"Armazém Cowork",""Vila Nova de Gaia",",coworking
"Dot Work",""Vila Nova de Gaia",",coworking
"Typographia Cowork",""Vila Nova de Gaia",",coworking
"Land Porto Coworking",""Vila Nova de Gaia",",coworking
"WOW - Coworking Porto",""Vila Nova de Gaia",",coworking
"SITIO Bom Sucesso",""Vila Nova de Gaia",",coworking
"Synergy Coworking",""Vila Nova de Gaia",",coworking
"Porto i/o Seaside",""Vila Nova de Gaia",",coworking
"HUB - Business Synergies",""Vila Nova de Gaia",",coworking
"The Simple Company",""Vila Nova de Gaia",",coworking
"COEX- Community Exercise Space",""Vila Nova de Gaia",",coworking
Lisbon-Cowork,""Amadora",",coworking
"Scape Workspaces",""Amadora",",coworking
"Work Avenida Liberdade",""Amadora",",coworking
10cowork,""Amadora",",coworking
"SoHome - Coworking",""Amadora",",coworking
"Sítio Coworking Marquês",""Amadora",",coworking
"The Base Cowork Space - Coworking in Lisbon",""Amadora",",coworking
"Workup - Lisbon Cowork Centre & Virtual Offices",""Amadora",",coworking
"Unicorn Workspaces Liberdade",""Amadora",",coworking
"Resvés Cowork Space",""Amadora",",coworking
"Oficina Colectiva - Cowork | Store",""Amadora",",coworking
"MU Workspace Lisboa - Creative Cowork",""Amadora",",coworking
"Nuno Space",""Amadora",",coworking
"Outsite Cowork Café - Lisbon",""Amadora",",coworking
Letswork,""Amadora",",coworking
"sitio Work Alto São João",""Amadora",",coworking
"LisbonCoworkingSpace.com (The Liz)",""Amadora",",coworking
"Lobo Cowork - Estoril",""Amadora",",coworking
"The Third Floor",""Amadora",",coworking
"Unicorn Workspaces Marquês",""Amadora",",coworking
"Cowork Pátio",""Coimbra",",coworking
"Fluxo Coworking",""Coimbra",",coworking
remote·coimbra,""Coimbra",",coworking
SenseBloom,""Coimbra",",coworking
"Nest Collective",""Coimbra",",coworking
"Nest Collective Downtown",""Coimbra",",coworking
"LUFAPO HUB",""Coimbra",",coworking
"In Business - Centro de Negócios",""Coimbra",",coworking
"Cláudia Martins - Advogada",""Coimbra",",coworking
"Torre Arnado",""Coimbra",",coworking
"URUBU, IQ",""Coimbra",",coworking
Home2Work,""Braga",",coworking
WeCan,""Braga",",coworking
"Casulo, Co(mmunity)-Work",""Braga",",coworking
"Braga Business Center",""Braga",",coworking
"Factory Braga",""Braga",",coworking
"Pé de Galo",""Braga",",coworking
"Place2Work - Coworking Barcelos",""Braga",",coworking
Co4Work,""Braga",",coworking
"Liberty Hub Coworking",""Braga",",coworking
"Érre Set Go",""Braga",",coworking
"Recomendo Portugal",""Braga",",coworking
"Live & Co. Coworking | Braga",""Braga",",coworking
"VILAWORK - BARCELOS",""Braga",",coworking
"MY OFFICE",""Braga",",coworking
"Você na Europa",""Braga",",coworking
"PM4610 Coworking",""Braga",",coworking
"sitio Work Guimarães",""Braga",",coworking
FamaCode,""Braga",",coworking
"Union Coworking",""Braga",",coworking
Utopia,""Braga",",coworking
"The Workspace - By Amparo",""Funchal",",coworking
"Cowork Funchal",""Funchal",",coworking
"CoLiving Madeira I Homeoffice Santana: Coworking & Workation",""Funchal",",coworking
"Saturday Craft Market",""Funchal",",coworking
"Co-working Space Ponta do Sol",""Funchal",",coworking
"Quinta do Cabeço Alto - Coliving & Coworking Retreat Venue - Madeira Island",""Funchal",",coworking
"MYOFFICE ONLINE",""Funchal",",coworking
"Sangha Cowork Funchal",""Funchal",",coworking
"Homeoffice Madeira | CoWorking + CoLiving",""Funchal",",coworking
"Restaurante feta na alegria",""Funchal",",coworking
"A ver o Mar 1 | Coliving & Coworking | Funchal, Madeira",""Funchal",",coworking
BravaPsi,""Funchal",",coworking
"Unreal Cities",""Setúbal",",coworking
22cowork,""Setúbal",",coworking
"sitio Work - Setúbal",""Setúbal",",coworking
"Sende Portugal",""Setúbal",",coworking
"Cowork Montijo",""Setúbal",",coworking
NOWO,""Setúbal",",coworking
Adservias,""Queluz",",coworking
"Omniwork center",""Cádiz",",coworking
"Coworkies San Fernando",""Cádiz",",coworking
"Flamen Coworking Cadiz Center",""Cádiz",",coworking
"Coworking La Cooperativa",""Cádiz",",coworking
"Palacio San Agustín – Centro de Negocios, Coworking & Eventos",""Cádiz",",coworking
IN-GEOWORKING,""Cádiz",",coworking
SingularHub,""Cádiz",",coworking
"Lanzadera Coworking Space Chiclana",""Cádiz",",coworking
"Nave Coworking",""Cádiz",",coworking
"Coworking Puerto",""Cádiz",",coworking
"espacio internacional",""Cádiz",",coworking
"Coworking Fábrica de la Luz",""Cádiz",",coworking
"Espacio Sinergium Jerez Vivero de Empresas Aceleradora de Empresas Coworking",""Cádiz",",coworking
"El Triciclo Rojo Coworking",""Cádiz",",coworking
"M. Esperanza Gutiérrez Rodríguez",""Cádiz",",coworking
"Atc Coworking",""Cádiz",",coworking
"Xera Center",""Cádiz",",coworking
"Espacios de Trabajo Fernandez Roche",""Cádiz",",coworking
"Proyecta-e Centro d-Negocios",""Cádiz",",coworking
"Vega 1 Centro Empresarial Jerez Centro",""Cádiz",",coworking
"SANTABARBARA COWORKING",""Alcalá de Henares",",coworking
"Aldaro Coworking",""Alcalá de Henares",",coworking
"Coworking Your Story Torrejón de Ardoz",""Alcalá de Henares",",coworking
"Colors Coworking Area",""Alcalá de Henares",",coworking
"concilyando coworking",""Alcalá de Henares",",coworking
"Coworking Torrejón de Ardoz",""Alcalá de Henares",",coworking
"byAdrenaline • Coworking",""Alcalá de Henares",",coworking
"eCoLabora - Espacio de Trabajo Compartido - Coworking",""Alcalá de Henares",",coworking
"The Clic Club",""Alcalá de Henares",",coworking
"Coworking Rivas",""Alcalá de Henares",",coworking
"ENCLAVE MADRID COWORKING",""Alcalá de Henares",",coworking
"B CUBE COWORKING",""Alcalá de Henares",",coworking
"Coworking Guadalajara",""Alcalá de Henares",",coworking
ZocoWork,""Alcalá de Henares",",coworking
"Hilando Fino",""Alcalá de Henares",",coworking
"Cowork Coslada",""Alcalá de Henares",",coworking
"La Ínsula Coworking",""Alcalá de Henares",",coworking
"La Nave Studios",""Alcalá de Henares",",coworking
"MC Gestión - Coworking Asesoría Alcalá de Henares",""Alcalá de Henares",",coworking
"Espacio Karaba",""Alcalá de Henares",",coworking
"JERÓNIMO by Bonsai (Coworking Space)",""Fuenlabrada",",coworking
"The Small House CoWorKing",""Fuenlabrada",",coworking
"Coworking LOOM Salamanca",""Fuenlabrada",",coworking
"Coworking La Fabrica Cuzco espacio de oficinas",""Fuenlabrada",",coworking
"The Shed CoWorking",""Fuenlabrada",",coworking
"Coworking Sainz de Baranda",""Fuenlabrada",",coworking
"Flag Coworking",""Fuenlabrada",",coworking
"Coworking La Fabrica Quevedo espacio de oficinas",""Fuenlabrada",",coworking
"espacio 44 coworking",""Fuenlabrada",",coworking
"Coworking Espacio Geranios",""Fuenlabrada",",coworking
"Union Coworking",""Fuenlabrada",",coworking
"Area Coworking",""Fuenlabrada",",coworking
"Oxygen Workspace",""Fuenlabrada",",coworking
"Talent Garden Madrid",""Fuenlabrada",",coworking
"TAMPICO34 coworking",""Fuenlabrada",",coworking
"Sharing CO",""Fuenlabrada",",coworking
"WeWork - Espacio de oficinas y coworking",""Fuenlabrada",",coworking
"Coworking LOOM Huertas",""Fuenlabrada",",coworking
"Coworking LOOM Eucalipto",""Fuenlabrada",",coworking
"MODO Coworking",""Fuenlabrada",",coworking
"JERÓNIMO by Bonsai (Coworking Space)",""Torrejón de Ardoz",",coworking
"The Small House CoWorKing",""Torrejón de Ardoz",",coworking
"Coworking LOOM Salamanca",""Torrejón de Ardoz",",coworking
"Coworking La Fabrica Cuzco espacio de oficinas",""Torrejón de Ardoz",",coworking
"The Shed CoWorking",""Torrejón de Ardoz",",coworking
"Coworking Sainz de Baranda",""Torrejón de Ardoz",",coworking
"Flag Coworking",""Torrejón de Ardoz",",coworking
"Coworking La Fabrica Quevedo espacio de oficinas",""Torrejón de Ardoz",",coworking
"espacio 44 coworking",""Torrejón de Ardoz",",coworking
"Coworking Espacio Geranios",""Torrejón de Ardoz",",coworking
"Union Coworking",""Torrejón de Ardoz",",coworking
"Area Coworking",""Torrejón de Ardoz",",coworking
"Talent Garden Madrid",""Torrejón de Ardoz",",coworking
"TAMPICO34 coworking",""Torrejón de Ardoz",",coworking
"Sharing CO",""Torrejón de Ardoz",",coworking
"WeWork - Espacio de oficinas y coworking",""Torrejón de Ardoz",",coworking
"Coworking LOOM Huertas",""Torrejón de Ardoz",",coworking
"Coworking LOOM Eucalipto",""Torrejón de Ardoz",",coworking
"MODO Coworking",""Torrejón de Ardoz",",coworking
"CO-MA COWORKING",""Torrejón de Ardoz",",coworking
WorkLive,""Badajoz",",coworking
"Coworking RGS",""Badajoz",",coworking
"Espacio Miro",""Badajoz",",coworking
"Ecosistema W",""Badajoz",",coworking
"Centro de Negocios Badajoz",""Badajoz",",coworking
Espacio10,""Badajoz",",coworking
"PanContigo S.L.",""Badajoz",",coworking
"CENTRO DE NEGOCIOS MEDEA, S.L.",""Badajoz",",coworking
"Omniwork center",""Jerez de la Frontera",",coworking
"Flamen Coworking Cadiz Center",""Jerez de la Frontera",",coworking
"Coworking La Cooperativa",""Jerez de la Frontera",",coworking
"Palacio San Agustín – Centro de Negocios, Coworking & Eventos",""Jerez de la Frontera",",coworking
SingularHub,""Jerez de la Frontera",",coworking
"Nave Coworking",""Jerez de la Frontera",",coworking
"Coworking Puerto",""Jerez de la Frontera",",coworking
"espacio internacional",""Jerez de la Frontera",",coworking
"Espacio Sinergium Jerez Vivero de Empresas Aceleradora de Empresas Coworking",""Jerez de la Frontera",",coworking
"El Triciclo Rojo Coworking",""Jerez de la Frontera",",coworking
"M. Esperanza Gutiérrez Rodríguez",""Jerez de la Frontera",",coworking
"Atc Coworking",""Jerez de la Frontera",",coworking
"Xera Center",""Jerez de la Frontera",",coworking
"Espacios de Trabajo Fernandez Roche",""Jerez de la Frontera",",coworking
"Proyecta-e Centro d-Negocios",""Jerez de la Frontera",",coworking
"Vega 1 Centro Empresarial Jerez Centro",""Jerez de la Frontera",",coworking
"Doce monos co•space",""Jerez de la Frontera",",coworking
"Gavira Studio Coworking",""Jerez de la Frontera",",coworking
"AVS Cádiz",""Jerez de la Frontera",",coworking
"Centro de Negocios El Altillo Jerez, S.L.",""Jerez de la Frontera",",coworking
"JERÓNIMO by Bonsai (Coworking Space)",""Parla",",coworking
"The Small House CoWorKing",""Parla",",coworking
"Area Coworking",""Parla",",coworking
"Talent Garden Madrid",""Parla",",coworking
"Coworking LOOM Huertas",""Parla",",coworking
"MODO Coworking",""Parla",",coworking
"CO-MA COWORKING",""Parla",",coworking
Freeland,""Parla",",coworking
"Working Us! Coworking",""Parla",",coworking
"EslabON Coworking",""Parla",",coworking
"Coworking Nomads of desk Lavapies",""Parla",",coworking
"Espacio Coworking CC Plaza Río 2",""Parla",",coworking
"ACCESS POINT COWORKING",""Parla",",coworking
"Imaguru Startup Hub",""Parla",",coworking
"COWORKING ENSANCHE DE VALLECAS",""Parla",",coworking
"Manual - Casa Creativa",""Parla",",coworking
"Coworking La Ebanistería",""Parla",",coworking
"Espacio Negocios & Coworking B2B - Retiro",""Parla",",coworking
"El coworking de altamarea",""Parla",",coworking
"COWORKING - ALQUILER SALAS - DESPACHOS - CENTRO DE NEGOCIOS Aguacate",""Parla",",coworking
"Gem Space Co-work & Delivery",""Algeciras",",coworking
"B-sharing Tarifa - Business Spot",""Algeciras",",coworking
"AXI Coworking",""Algeciras",",coworking
"Tarifa Garage Coworking",""Algeciras",",coworking
"TAF CoWorking Tarifa",""Algeciras",",coworking
"💡 Espacio Coworking “La Caridad-Hub”",""Algeciras",",coworking
"Where2Work Coworking & Business Centre",""Algeciras",",coworking
"The Cocotera Hostel & Coworking",""Algeciras",",coworking
"Regus - Gibraltar WTC",""Algeciras",",coworking
"Eco Hub Gibraltar",""Algeciras",",coworking
"Veo Veo producciones",""Algeciras",",coworking
"The WorkLab",""Algeciras",",coworking
"Easy Office - Hot Desk Rentals",""Algeciras",",coworking
"Knowmad Consulting",""Algeciras",",coworking
"JERÓNIMO by Bonsai (Coworking Space)",""Leganés",",coworking
"The Small House CoWorKing",""Leganés",",coworking
"Coworking LOOM Salamanca",""Leganés",",coworking
"Coworking La Fabrica Cuzco espacio de oficinas",""Leganés",",coworking
"The Shed CoWorking",""Leganés",",coworking
"Coworking Sainz de Baranda",""Leganés",",coworking
"Flag Coworking",""Leganés",",coworking
"Coworking La Fabrica Quevedo espacio de oficinas",""Leganés",",coworking
"espacio 44 coworking",""Leganés",",coworking
"Coworking Espacio Geranios",""Leganés",",coworking
"Union Coworking",""Leganés",",coworking
"Area Coworking",""Leganés",",coworking
"Oxygen Workspace",""Leganés",",coworking
"Talent Garden Madrid",""Leganés",",coworking
"TAMPICO34 coworking",""Leganés",",coworking
"Sharing CO",""Leganés",",coworking
"WeWork - Espacio de oficinas y coworking",""Leganés",",coworking
"Coworking LOOM Huertas",""Leganés",",coworking
"Coworking LOOM Eucalipto",""Leganés",",coworking
"MODO Coworking",""Leganés",",coworking
"Workeamos Coworking",""San Cristóbal de La Laguna",",coworking
"Espacio Kernel Cowork & Cooperate",""San Cristóbal de La Laguna",",coworking
"Coworking Nomad",""San Cristóbal de La Laguna",",coworking
"Tenwork Coworking Space",""San Cristóbal de La Laguna",",coworking
"Coworking Colors",""San Cristóbal de La Laguna",",coworking
"Smart Espacio",""San Cristóbal de La Laguna",",coworking
"Hamilton 66 Coworking Space",""San Cristóbal de La Laguna",",coworking
"Franja 47 - Coworking",""San Cristóbal de La Laguna",",coworking
"Coworking Laguna 2 Business Center",""San Cristóbal de La Laguna",",coworking
"Coworking Radazul",""San Cristóbal de La Laguna",",coworking
"Espacio Polaris | Coworking y sala de reuniones",""San Cristóbal de La Laguna",",coworking
"ALQUILER DESPACHOS y Oficinas | Coworking Anaga",""San Cristóbal de La Laguna",",coworking
"Arca de Babel. Coworking Space",""San Cristóbal de La Laguna",",coworking
"Cuarto Veintitrés — Coworking",""San Cristóbal de La Laguna",",coworking
"Proyecta Coworking",""San Cristóbal de La Laguna",",coworking
"Soho La Laguna",""San Cristóbal de La Laguna",",coworking
"Alquiler de Oficina Coworking en La Laguna",""San Cristóbal de La Laguna",",coworking
"Coworking Tenerife",""San Cristóbal de La Laguna",",coworking
"Tenerife Coliving and Coworking Awid Aman - Casa Acaime",""San Cristóbal de La Laguna",",coworking
"Working mamas",""San Cristóbal de La Laguna",",coworking
"Coworking Wekow Balmes y Rosselló",""Santa Coloma de Gramenet",",coworking
"La Vaca Coworking Barcelona",""Santa Coloma de Gramenet",",coworking
"OneCoWork Plaça Catalunya | Barcelona Coworking",""Santa Coloma de Gramenet",",coworking
"OneCoWork Catedral | Barcelona Coworking",""Santa Coloma de Gramenet",",coworking
